Age,Gender,StudyTimeWeekly,Absences,Extracurricular,Sports,Music,Volunteering,GPA,ParentalInfluence,TutoringEffect
16,1,0.941223957538948,1,0,0,1,0,3.283916521897384,4,0.0
16,0,13.370933902279706,6,1,0,0,0,2.937454182316864,4,0.0
16,1,17.255415549184512,28,0,0,1,1,0.7388682028052602,3,0.0
15,0,3.258053089547881,8,1,1,0,0,2.556801662833417,2,0.0
16,0,16.24827315247801,4,0,0,0,0,3.300928568970799,6,16.24827315247801
15,1,17.067914670738833,14,1,0,1,0,2.200682946560561,9,0.0
16,0,18.28680885332967,17,0,1,0,0,1.8558655731681932,9,0.0
18,0,5.305701781721048,3,0,0,0,0,2.734401494419992,6,0.0
18,1,18.079061303797783,18,1,1,0,0,2.1317372971872284,3,18.079061303797783
17,1,6.413255094728645,19,0,0,0,0,0.9797699107752862,0,0.0
18,1,11.046760269110056,25,0,1,0,0,0.994325023551287,3,0.0
17,0,1.0101494166456426,6,0,1,0,0,2.0746999767813343,1,0.0
18,1,0.8776217673748721,25,0,0,0,0,0.500508035804656,4,0.0
15,1,14.407464254644058,7,1,1,0,0,2.532438417587673,0,0.0
18,0,8.88959955955582,16,0,1,0,0,1.4633780357856976,1,0.0
17,1,5.125847507384352,12,1,1,0,0,2.342836773191855,6,0.0
17,1,3.808269920498204,23,0,0,0,0,1.1588463344506037,9,0.0
16,1,13.399069817184362,20,1,0,1,1,1.5237487447337323,1,13.399069817184362
15,0,0.0080308805067974,27,0,0,1,0,0.0,1,0.0
18,0,16.117823383937086,22,1,0,1,0,1.0586220144439875,0,0.0
16,0,1.5849921225985764,10,0,0,1,1,2.2297401841747666,2,0.0
18,0,3.829792298162389,26,0,0,0,1,0.1947432807455151,1,0.0
18,1,7.724727905981792,0,1,1,0,0,3.5069200713692137,4,0.0
16,0,9.697174794322072,1,0,0,0,0,3.552286943350944,6,9.697174794322072
16,0,7.099902316278836,16,0,1,0,0,2.23849135429023,6,7.099902316278836
16,1,6.414243299685878,4,1,1,0,0,2.7084723438568763,1,0.0
16,1,19.278320241463767,29,0,0,0,1,0.7329082339013866,9,0.0
16,1,12.831593624867883,29,0,0,1,0,0.9654824453045304,4,0.0
18,0,0.4686591073477641,5,0,1,0,0,2.5552328599380942,4,0.0
16,0,8.603518168886264,25,1,0,1,1,0.7443222999212357,6,0.0
15,0,17.500173994879404,24,0,0,0,0,0.7220565813951911,2,0.0
17,1,6.029123728213359,23,1,1,0,1,1.2712295298373406,1,6.029123728213359
16,1,1.8911268954877647,6,1,0,1,1,2.52614214142023,9,0.0
16,0,15.167695431798355,27,1,1,0,0,0.9424153953595232,3,0.0
18,1,12.120276638721624,20,0,1,0,0,1.515639098395023,4,12.120276638721624
16,1,11.406250156530078,29,1,0,0,0,0.6482739267081915,0,0.0
16,1,1.0715311921481585,14,0,1,1,1,2.0488500821388604,6,0.0
16,0,2.8099801959103465,18,1,0,0,1,0.8422959992571388,0,0.0
18,1,12.450987924262275,15,0,1,0,0,1.4641879236906472,0,0.0
16,1,4.156476829176716,24,1,1,0,0,1.487946865169799,6,4.156476829176716
17,0,10.081401594968488,12,0,0,0,0,2.587565796370635,4,10.081401594968488
18,0,10.89763372058787,4,0,0,0,0,3.2208069781948727,3,10.89763372058787
17,1,5.670143805418788,2,0,0,1,0,3.5451594318003106,0,5.670143805418788
18,1,18.968503110829857,2,0,0,0,0,3.0895989530746477,2,0.0
16,0,16.8492821367115,18,0,1,1,0,1.919956439918208,1,16.8492821367115
17,0,14.44747015265597,13,0,0,0,0,2.198593184586961,0,14.44747015265597
18,1,1.5598773281881817,15,0,0,0,1,0.8782126167627767,0,0.0
15,1,2.122600386180389,21,1,0,1,0,1.340368647512407,0,0.0
16,1,9.855626917299114,16,0,0,0,0,1.8195113357139088,8,0.0
18,1,3.214266983819713,26,0,1,0,0,0.6193509314675341,3,0.0
15,0,19.56530927058948,3,1,0,1,1,3.619460869693516,2,0.0
18,1,3.170404680548189,12,1,1,0,0,2.17490279620988,3,3.170404680548189
15,1,9.74935670927948,7,0,1,1,0,2.974406014911044,1,9.74935670927948
16,0,7.282421136830108,18,0,0,0,0,0.9807358437488028,8,0.0
17,1,12.78772842908196,4,0,0,0,0,3.101673809015105,3,0.0
15,0,2.5807281777884983,1,1,0,1,0,3.4982573417733205,4,2.5807281777884983
18,1,8.606328560847817,14,1,0,0,0,2.590553445052984,8,0.0
16,1,5.494100656142873,1,1,0,0,0,3.5350037581843186,9,0.0
15,0,17.75503049343376,10,0,1,0,0,2.8199217452931866,2,17.75503049343376
18,0,0.8117142426939017,12,1,1,0,0,2.0165967745176614,2,0.8117142426939017
18,1,18.274549880129182,22,0,0,0,0,1.3711850388917164,3,18.274549880129182
18,1,16.65988277106001,9,0,0,0,0,2.1047955879699045,1,0.0
15,1,5.951414328816309,2,0,0,0,0,3.030439088696523,9,0.0
15,0,15.785813093542094,4,0,1,0,0,3.58242187231196,2,15.785813093542094
15,1,0.6242712067749512,2,1,0,0,0,2.4265467060392454,1,0.0
17,0,19.33731100586787,5,1,0,0,0,3.161436270258364,4,19.33731100586787
15,0,10.531898851795788,12,1,0,0,0,2.122638529628868,2,0.0
15,1,6.065620521308905,9,0,1,0,0,2.204860580997317,12,0.0
15,0,7.251664251893541,18,1,0,1,1,1.182987500498048,0,0.0
17,1,1.3281070692099473,7,1,0,0,0,2.7387957163436,6,0.0
15,1,19.786990280840783,17,0,0,0,0,2.2379013009826028,9,19.786990280840783
18,1,0.7858389030138491,2,1,0,0,0,3.139481546380388,0,0.0
15,1,13.09814246295718,23,1,1,0,0,1.0460447710800969,0,13.09814246295718
18,1,8.854718554129166,23,0,0,0,0,0.8164582452137992,6,8.854718554129166
18,0,18.978324363774306,16,1,0,1,0,2.03354462052118,2,0.0
18,0,4.919994806135904,7,1,1,0,0,2.432078522782237,4,4.919994806135904
17,1,10.641736478760226,9,1,0,0,0,2.6597713195279016,9,0.0
17,1,9.64712417165506,1,1,0,0,1,3.588887939765012,4,9.64712417165506
17,0,14.057328881002029,11,0,1,0,0,2.3145876278110027,3,0.0
15,0,1.3602046390484102,22,1,1,0,1,1.00722582021403,4,0.0
18,0,3.875782600467097,5,1,0,0,0,2.8816123214605245,6,0.0
17,0,4.291296401856997,1,0,1,1,0,2.804504928911685,2,0.0
17,1,14.763015096833794,20,0,1,0,0,1.7629211240998668,3,14.763015096833794
15,1,3.7827739265348015,22,1,0,0,1,1.11991126295732,12,0.0
17,0,11.469835277819534,23,0,0,0,0,1.0306575057198797,4,0.0
15,1,4.304876410019074,2,1,0,0,0,3.0756193536614336,4,0.0
16,0,17.232499001679567,16,1,1,0,0,2.631434065124418,9,17.232499001679567
17,1,18.84370908979277,28,0,1,1,1,0.5030669073279145,0,0.0
16,0,10.369859498844807,6,0,0,0,0,2.784237837142815,4,0.0
15,1,7.046177684183565,28,0,0,0,0,0.2476267650865634,6,0.0
18,0,4.681155500349982,20,0,0,0,1,1.189548769618786,3,0.0
17,0,0.9956200304608752,4,1,0,0,1,3.3759940088028397,6,0.9956200304608752
15,1,5.370001523949908,22,0,0,0,0,1.293573556445951,9,5.370001523949908
18,0,13.084715598906358,0,0,0,1,1,3.7185869042869646,6,13.084715598906358
18,1,10.672338626184215,7,1,0,0,0,2.670559614819829,6,0.0
16,1,18.880825565618547,11,1,0,0,0,2.369648013449619,6,18.880825565618547
15,0,7.925545249834012,13,0,1,0,0,1.6244868202221543,6,0.0
18,1,13.87726684656789,15,1,1,0,0,2.5374768278143587,2,13.87726684656789
17,1,9.786454949502428,9,0,1,0,0,2.298417928509479,0,0.0
17,1,10.251524318484233,14,1,0,0,0,2.2598041504961186,6,0.0
16,1,5.35548629208235,20,0,1,0,0,1.3213433008698847,4,0.0
18,1,9.099015536839994,23,0,1,0,0,0.9499742281238568,6,0.0
15,0,9.415699940254145,25,1,0,0,1,0.818786616073051,4,0.0
17,1,14.132850434978678,14,0,0,0,0,2.3392245127535936,3,14.132850434978678
18,1,18.81279998372228,9,0,1,0,0,2.6827762879633723,4,0.0
18,1,6.586425549650086,20,1,0,0,0,1.543837471085622,1,6.586425549650086
16,1,0.8440093716259689,27,1,0,0,0,0.1969011048236224,6,0.0
17,1,9.925902510012794,6,0,0,0,0,2.748610257448085,6,0.0
17,0,10.889226642983372,25,1,0,1,0,1.1048937876999445,2,10.889226642983372
15,1,3.368811022638305,2,1,0,0,0,2.553439811443938,2,0.0
17,0,15.209292125521332,1,1,0,0,1,3.2742334588098787,6,0.0
15,0,19.698582168829837,5,0,0,0,0,3.1860603780389143,6,19.698582168829837
17,0,18.915494340169214,20,1,0,0,0,1.722115750240589,3,0.0
16,0,3.942120776473044,8,1,1,0,0,2.3380463575903736,8,0.0
17,1,17.507264798015214,9,1,1,0,0,3.273998748434336,8,17.507264798015214
15,0,14.089872728233694,3,0,0,0,0,2.993502391205279,12,0.0
15,0,9.076931276138232,26,1,0,0,0,0.8963978990233954,6,9.076931276138232
16,1,10.812219886494582,2,0,0,0,0,2.9610552588035977,6,0.0
17,1,16.99200349964916,8,1,0,0,0,2.6743510954520984,3,0.0
17,1,9.602698792767464,23,1,1,0,0,1.2178731513333656,0,0.0
16,0,7.464147382102537,21,0,0,0,0,1.36559111032951,6,7.464147382102537
17,1,9.864949860519715,16,0,0,0,1,1.5222748446854282,2,0.0
17,1,11.582596080700982,13,0,0,0,0,2.2314023973705024,6,11.582596080700982
15,0,3.781553075566977,9,1,0,0,0,2.135266354890094,2,0.0
17,1,18.018154605339813,12,0,0,0,0,2.255698914963147,2,0.0
17,1,13.483738976592276,11,1,0,1,0,2.751145787611705,0,13.483738976592276
16,1,12.665378346749778,26,1,1,0,0,0.8976341586164038,0,0.0
16,1,1.9899245236127627,0,1,0,0,1,3.117354434785501,4,0.0
18,0,12.083478763451836,27,1,0,1,0,1.2875951312580094,3,0.0
15,1,2.4192132447698467,21,0,0,0,0,0.5710530980330257,4,0.0
17,1,1.573953503907981,28,1,0,0,0,0.5813557994949716,9,0.0
17,0,10.546217912847863,18,0,0,1,0,1.6434624040739565,2,0.0
18,1,8.055710680929899,18,0,0,0,0,1.2348440407820207,1,0.0
17,0,11.776205403124465,5,0,1,0,1,2.968093619579765,6,0.0
15,1,1.784443361144772,12,1,0,0,0,2.009298479722319,4,0.0
18,0,8.619661256945168,18,1,0,0,0,1.146086034129592,2,0.0
15,0,3.4957343009031594,12,0,0,0,0,2.1923631978552875,8,3.4957343009031594
18,0,19.74200171848233,26,1,0,0,0,0.94573087329995,4,19.74200171848233
18,0,11.223004248703488,25,1,0,0,0,0.5672500284902902,4,0.0
16,1,13.748737218817348,21,0,0,0,0,0.9707643470928292,1,0.0
15,0,6.508365613652156,20,1,0,1,1,1.6560601255004677,4,6.508365613652156
17,1,1.894778295586883,3,0,0,1,0,2.8393132491560324,0,0.0
17,0,19.517417255670733,23,0,0,1,1,0.189818059909026,3,0.0
15,0,5.7251807076636645,1,1,0,0,0,3.25829468502287,3,0.0
17,0,8.476163703471485,14,0,0,0,0,1.9200558526588956,2,8.476163703471485
17,1,12.9972784340515,11,0,0,0,0,2.0217714943693785,9,0.0
15,0,0.4939459537222257,29,1,0,0,0,0.1259330746249498,2,0.4939459537222257
18,1,16.205182610345737,26,1,0,0,0,1.2870134123902284,2,16.205182610345737
15,1,10.731563800572406,6,1,0,1,0,2.591426703229313,0,0.0
18,1,5.564343741376443,19,0,0,0,0,1.4633796485356,9,5.564343741376443
17,1,1.232159705849385,17,0,0,0,0,1.465549386433812,3,0.0
17,1,3.2499683094888288,22,1,1,0,1,1.710466837709535,9,0.0
17,1,17.900677177068737,12,0,1,0,1,2.288505685252231,0,0.0
16,1,13.72048447871782,16,0,0,1,0,1.9609688486532324,6,0.0
18,1,4.998034432737796,3,0,0,0,0,2.6216233262773407,9,0.0
16,1,1.3120152989005909,24,1,0,0,0,0.7683163859836675,0,0.0
16,0,13.812306247732726,13,0,0,1,0,1.8064063454058108,2,0.0
15,0,11.448154519355302,19,0,0,0,0,0.88186635307777,2,0.0
16,0,8.090390489164701,27,0,1,0,0,0.8170682206563473,6,0.0
15,0,7.272228983801277,12,0,0,0,0,1.4461325277019692,0,7.272228983801277
15,0,4.336285518582166,2,0,1,0,0,3.339094362200312,6,0.0
16,1,13.392225130750353,25,0,0,0,0,0.8196254779474454,2,0.0
18,1,19.41336055587741,25,0,0,0,0,0.6768179731112823,2,0.0
18,1,3.514304916736517,17,0,1,0,1,1.3895448744649723,0,0.0
18,1,11.942332400310068,13,0,1,0,1,1.9915084140251773,2,0.0
18,1,8.483701114919524,14,0,1,0,0,1.6398675504146123,0,0.0
18,1,8.933774434893298,2,0,1,0,0,2.511743020605421,0,0.0
16,1,5.082945602556288,0,0,0,1,0,2.9839199495864985,6,0.0
16,0,16.50269751322838,25,0,0,1,0,1.25865485443205,4,16.50269751322838
17,0,9.705112082944822,23,0,0,0,0,1.4179299273727557,8,9.705112082944822
18,0,10.86811704396528,16,1,0,1,0,1.5970165723817666,2,0.0
16,0,6.095218255946515,2,0,1,0,0,3.08869986818596,6,6.095218255946515
17,1,3.636169313338995,13,1,1,0,0,1.6413414427787147,0,0.0
18,1,1.7182077640564095,2,0,1,0,0,2.5868706562634283,2,0.0
15,1,14.282382818498318,12,0,0,0,0,2.389032645212185,0,14.282382818498318
17,0,3.924685633757112,14,1,0,0,0,1.8981464002812247,4,0.0
16,1,13.801507083775954,17,0,1,0,0,2.1104879749817496,4,0.0
15,1,7.807528920939077,13,0,0,0,0,1.7002735894049137,2,0.0
15,1,8.315496019793029,20,1,0,0,0,1.0444999950877136,4,0.0
15,0,9.383549921855431,25,0,1,0,0,1.1941661337644758,4,0.0
17,1,7.354170162550863,2,0,0,1,0,2.6491368281965504,2,0.0
16,0,2.0123995444518017,18,0,1,0,0,1.2341413889277302,3,0.0
15,0,6.192636200056915,7,1,0,0,0,2.127408865912826,2,0.0
18,0,13.274687213878767,3,1,0,0,0,2.913887649138132,2,13.274687213878767
15,0,13.31568802937742,3,0,0,0,1,3.119393913150377,12,0.0
15,1,5.724486144799887,18,0,0,0,0,1.0363787383257312,0,5.724486144799887
17,0,9.20205253115376,10,1,0,0,1,2.403284547023526,12,0.0
17,0,3.8689445602387496,0,0,0,0,0,3.1565080639094454,6,3.8689445602387496
16,1,4.207441630596716,7,0,1,1,0,2.723471858740064,4,4.207441630596716
18,1,0.4609417681321481,14,1,1,0,0,1.5309511463109082,1,0.0
17,0,17.934930998154893,0,0,0,0,0,3.468581349135728,2,0.0
15,1,4.214133301498125,6,1,0,0,0,2.3020320443414053,2,0.0
16,0,4.550677538729266,20,1,0,0,0,1.265677909199434,2,4.550677538729266
15,0,5.592028652902636,19,1,1,0,1,1.479602227739032,4,0.0
15,0,2.54816143390858,19,0,0,1,1,1.4450767191993792,8,0.0
17,0,12.785257663627256,23,0,0,0,0,0.8094338103684621,2,0.0
16,1,1.5028590635517314,10,0,0,0,0,2.1502332699887816,6,1.5028590635517314
18,0,2.6840485265270053,26,0,0,0,0,0.5591437155118445,3,0.0
18,1,12.895134531801858,28,0,0,0,0,0.5807884851770568,9,0.0
17,1,6.793212409628855,13,0,1,1,1,1.602089195984674,0,0.0
17,1,14.158956534023782,21,0,1,0,0,1.0027983635819373,0,14.158956534023782
16,1,11.14849489340284,15,0,0,0,0,1.6630634531990602,6,0.0
18,0,5.120423461230262,13,0,0,0,1,1.5315464597195698,6,0.0
18,1,13.016559009786562,11,0,0,0,0,2.205842147030335,8,0.0
18,0,2.325473605857613,16,0,0,0,1,1.155338560965664,3,0.0
15,1,10.728207661600608,13,0,0,0,0,2.153758339869399,2,10.728207661600608
18,1,8.742962100900693,9,1,0,0,1,2.592786686317039,2,0.0
15,0,5.357471656348816,23,1,1,0,0,0.9123305070955544,0,0.0
16,0,12.080099954790002,28,0,0,0,0,0.6956309334599464,9,12.080099954790002
15,0,17.42667184680565,13,0,0,0,0,2.139619891368985,4,17.42667184680565
16,1,19.97809399526153,17,0,0,0,0,1.5504493308923313,3,0.0
18,1,12.15525537486849,21,0,0,0,1,1.5475367003506038,8,0.0
18,0,8.094117486583404,8,0,0,1,0,2.966548034294946,0,8.094117486583404
16,0,4.5041420043240326,16,1,0,0,1,1.6336793710032238,4,0.0
17,0,5.141921787902235,5,0,0,0,0,2.3325403195354064,1,5.141921787902235
16,0,9.589099562995314,7,1,1,1,0,3.270262309404739,9,9.589099562995314
17,1,7.345554025614184,25,0,0,0,0,0.3464705925902769,0,0.0
15,0,18.276290452498884,12,0,0,0,0,1.8949043363401072,2,18.276290452498884
15,0,7.365909353114191,17,0,0,0,0,1.4567426010872695,2,0.0
15,0,7.468891822908709,4,1,0,0,0,2.5537231512721896,4,0.0
18,0,7.67069024867954,5,0,0,0,0,2.224197461212005,0,0.0
15,1,16.732404207353163,20,0,1,1,0,1.8476004181084256,16,16.732404207353163
17,0,13.015766416938035,18,1,0,0,0,1.849760707133483,8,0.0
15,1,12.283377006377854,3,0,0,1,0,3.268794215560215,8,0.0
16,0,6.682860447677244,6,0,0,0,1,2.546516637246023,0,6.682860447677244
16,0,16.35808353664879,3,0,0,0,0,3.1012292205041274,8,0.0
18,1,0.7672772271140227,24,0,0,1,0,0.6559540779626771,8,0.0
16,0,17.415943446762263,10,0,1,0,0,3.088512305616677,0,17.415943446762263
17,1,10.254997995878592,11,0,0,0,0,1.992559805482,3,10.254997995878592
15,1,7.965004697268256,13,0,1,0,0,2.605247445547851,9,7.965004697268256
18,0,9.943345614353714,12,0,0,0,0,1.7339724542334658,1,9.943345614353714
15,1,13.348310610676622,28,1,0,0,0,1.11384878785912,3,0.0
15,1,0.2553085303579472,9,1,0,0,0,1.6492502516618042,0,0.0
17,1,17.431037129164956,17,0,0,0,0,1.3375549802098765,4,0.0
16,1,8.934790506227856,15,0,0,0,0,1.9846599185571745,0,0.0
16,1,6.859330394001564,4,0,1,1,0,3.060881655966949,4,0.0
15,1,2.764911312681142,7,0,0,0,0,2.3928973584250004,1,2.764911312681142
18,1,8.789307487168843,13,0,0,0,0,2.0837969900967988,0,0.0
16,1,9.926455425687577,4,0,1,0,1,3.64573804877044,0,0.0
18,0,8.072933889869557,25,1,0,0,0,0.322286081625407,3,0.0
16,0,13.573201876537942,27,0,1,0,0,1.129514334361546,3,0.0
18,1,8.41793057518452,23,1,0,0,0,0.6307569438666114,0,0.0
17,0,19.228351556931468,7,0,0,1,1,3.157229638804093,4,0.0
18,1,11.985550356471837,24,0,0,0,0,0.680087787496653,3,0.0
17,1,16.14955871303818,25,0,0,0,0,0.7963598478866475,0,0.0
17,0,2.187118062189577,5,0,1,0,0,2.844039214925591,2,2.187118062189577
18,1,7.945825858918114,15,0,1,0,0,1.253451854215859,0,7.945825858918114
17,1,6.736954028943054,27,0,0,0,0,0.534508880538856,8,0.0
15,1,11.389647762731837,3,1,0,0,0,3.191046118219917,6,11.389647762731837
17,1,17.222270401228513,11,0,0,1,0,2.81542127530912,6,0.0
16,0,1.5667643552401334,10,0,0,0,0,2.1571223032650955,3,0.0
18,1,1.4514959608942155,2,1,0,0,0,2.7238280604010647,1,0.0
15,1,17.00635416315198,11,1,0,0,0,2.627693905554347,4,0.0
18,1,4.257001720767148,29,1,1,0,0,0.9124156208354256,3,4.257001720767148
16,0,13.375065088996276,4,0,0,0,0,2.609623081817451,0,0.0
16,1,10.857562647216104,5,0,1,0,0,2.981992255406158,2,10.857562647216104
16,0,16.657871897744588,18,0,0,0,0,1.625082773696198,12,0.0
17,0,2.5017781967280706,17,0,1,0,0,1.3616984178594074,12,0.0
17,1,2.595659314452225,15,0,0,0,0,1.9169618961294344,9,2.595659314452225
18,1,11.13636720556615,22,0,0,0,0,1.011253194616751,0,0.0
18,0,18.92757306716742,10,1,1,0,0,2.3321590405051187,2,0.0
15,1,8.299955167415085,4,1,1,1,0,3.387938347765993,2,0.0
15,0,6.538842005093899,8,0,1,0,0,2.384690791358408,6,0.0
18,0,12.133786463957716,2,0,0,0,0,2.7808169956104924,0,0.0
17,1,18.608972010900622,29,0,1,0,1,0.5348357535394734,4,0.0
16,1,16.738556656892474,7,0,0,0,0,2.542214348782037,4,0.0
18,0,19.9096722146644,5,0,0,0,0,3.0071290674312805,3,0.0
15,0,0.4513716640475418,3,1,0,0,0,2.9858098143768106,2,0.0
17,0,2.2571628942552446,11,0,1,0,0,1.9493060573283008,6,0.0
18,0,12.18935526733244,11,0,0,0,0,2.1478451963634986,0,0.0
18,1,16.411528786676996,24,0,0,0,1,1.1757680252358405,8,0.0
17,1,5.704886846135331,20,1,0,0,0,1.4003632540944204,3,0.0
18,1,4.784221760684375,15,1,0,1,0,1.7555440233413917,2,0.0
17,1,15.739515987624015,9,1,0,1,0,2.900096239205548,8,0.0
16,1,1.1276370770646316,21,0,0,0,0,1.0334594906901564,2,0.0
17,0,7.387652951651702,13,0,0,0,1,1.907742363387151,3,0.0
17,1,10.116184451846594,12,0,0,0,0,1.880909289765476,9,0.0
17,1,11.206973487006469,8,0,1,1,0,2.614950353949793,2,0.0
18,1,14.572303135855538,6,1,0,1,0,3.1071355935726115,6,0.0
18,1,7.096914468613164,11,0,0,0,0,1.3864645615000095,0,0.0
17,1,12.253686893492144,4,0,0,0,0,2.8337600718448117,0,0.0
18,0,11.707508455819127,17,0,0,1,0,1.0861513973549914,0,0.0
15,0,10.952322013074944,3,0,0,0,0,2.874037360035303,4,0.0
15,0,12.809665862844245,1,0,1,0,0,2.8956713046591838,4,0.0
18,1,5.188983421361526,2,0,0,0,0,3.1813076022771107,0,5.188983421361526
18,0,1.6929750716925795,25,0,0,0,0,0.4712831088434319,6,0.0
17,0,2.3854334407948685,11,0,0,0,0,2.2113795279733512,6,2.3854334407948685
16,1,4.491647653078021,2,1,1,0,0,3.375252255246081,6,4.491647653078021
18,1,10.003958710455706,3,0,1,0,0,3.203858190796927,4,0.0
15,1,16.808855010920404,5,0,0,1,0,3.3501791105924874,4,0.0
17,0,14.025866841767682,11,0,0,0,0,1.7257915297427142,4,0.0
18,0,15.780812084040942,18,1,0,0,0,2.2166038146961022,8,0.0
15,1,7.019512478521827,9,1,0,0,1,2.0046273170074884,3,0.0
15,1,8.093074832971004,29,0,0,0,0,0.7157420455446748,0,8.093074832971004
16,0,7.873637719812256,0,0,0,1,0,3.8806400848697424,12,7.873637719812256
17,0,3.8374636880900304,16,1,0,1,0,1.689528158418944,6,0.0
